m,TagName,
"2012-08-01 00:00:00","r","1084"
"2012-08-01 00:00:00","ruby","2052"
"2012-08-01 00:00:00","scala","459"
"2012-08-01 00:00:00","sql","3677"
"2012-09-01 00:00:00","ada","17"
"2012-09-01 00:00:00","assembly","221"
"2012-09-01 00:00:00","awk","162"
"2012-09-01 00:00:00","bash","720"
"2012-09-01 00:00:00","basic","1"
"2012-09-01 00:00:00","c","2519"
"2012-09-01 00:00:00","c#","11220"
"2012-09-01 00:00:00","c++","4879"
"2012-09-01 00:00:00","clojure","164"
"2012-09-01 00:00:00","cobol","7"
"2012-09-01 00:00:00","coffeescript","140"
"2012-09-01 00:00:00","curl","267"
"2012-09-01 00:00:00","delphi","383"
"2012-09-01 00:00:00","fortran","49"
"2012-09-01 00:00:00","go","129"
"2012-09-01 00:00:00","groovy","119"
"2012-09-01 00:00:00","haskell","325"
"2012-09-01 00:00:00","java","11542"
"2012-09-01 00:00:00","javascript","11120"
"2012-09-01 00:00:00","julia","1"
"2012-09-01 00:00:00","kotlin","1"
"2012-09-01 00:00:00","matlab","546"
"2012-09-01 00:00:00","objective-c","3380"
"2012-09-01 00:00:00","pascal","17"
"2012-09-01 00:00:00","perl","661"
"2012-09-01 00:00:00","php","10897"
"2012-09-01 00:00:00","prolog","39"
"2012-09-01 00:00:00","python","5231"
"2012-09-01 00:00:00","r","1056"
"2012-09-01 00:00:00","ruby","1952"
"2012-09-01 00:00:00","rust","1"
"2012-09-01 00:00:00","scala","533"
"2012-09-01 00:00:00","sql","3603"
"2012-10-01 00:00:00","ada","21"
"2012-10-01 00:00:00","assembly","314"
"2012-10-01 00:00:00","awk","208"
"2012-10-01 00:00:00","bash","804"
"2012-10-01 00:00:00","basic","5"
"2012-10-01 00:00:00","c","3144"
"2012-10-01 00:00:00","c#","12657"
"2012-10-01 00:00:00","c++","5887"
"2012-10-01 00:00:00","clojure","148"
"2012-10-01 00:00:00","cobol","8"
"2012-10-01 00:00:00","coffeescript","145"
"2012-10-01 00:00:00","curl","278"
"2012-10-01 00:00:00","delphi","475"
"2012-10-01 00:00:00","fortran","70"
"2012-10-01 00:00:00","go","101"
"2012-10-01 00:00:00","groovy","137"
"2012-10-01 00:00:00","haskell","419"
"2012-10-01 00:00:00","java","13406"
"2012-10-01 00:00:00","javascript","12351"
"2012-10-01 00:00:00","kotlin","3"
"2012-10-01 00:00:00","matlab","752"
"2012-10-01 00:00:00","objective-c","4108"
"2012-10-01 00:00:00","pascal","20"
"2012-10-01 00:00:00","perl","682"
"2012-10-01 00:00:00","php","11667"
"2012-10-01 00:00:00","prolog","97"
"2012-10-01 00:00:00","python","6113"
"2012-10-01 00:00:00","r","1263"
"2012-10-01 00:00:00","ruby","2250"
"2012-10-01 00:00:00","rust","2"
"2012-10-01 00:00:00","scala","535"
"2012-10-01 00:00:00","sql","4095"
"2012-10-01 00:00:00","typescript","277"
"2012-11-01 00:00:00","ada","15"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","awk","140"
"2012-11-01 00:00:00","bash","805"
"2012-11-01 00:00:00","basic","1"
"2012-11-01 00:00:00","c","3178"
"2012-11-01 00:00:00","c#","12187"
"2012-11-01 00:00:00","c++","6244"
"2012-11-01 00:00:00","clojure","111"
"2012-11-01 00:00:00","cobol","10"
"2012-11-01 00:00:00","coffeescript","171"
"2012-11-01 00:00:00","curl","290"
"2012-11-01 00:00:00","delphi","440"
"2012-11-01 00:00:00","fortran","75"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","groovy","160"
"2012-11-01 00:00:00","haskell","388"
"2012-11-01 00:00:00","java","13519"
"2012-11-01 00:00:00","javascript","12283"
"2012-11-01 00:00:00","julia","1"
"2012-11-01 00:00:00","kotlin","2"
"2012-11-01 00:00:00","matlab","832"
"2012-11-01 00:00:00","objective-c","3829"
"2012-11-01 00:00:00","pascal","29"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11689"
"2012-11-01 00:00:00","prolog","107"
"2012-11-01 00:00:00","python","6377"
"2012-11-01 00:00:00","r","1344"
"2012-11-01 00:00:00","ruby","2123"
"2012-11-01 00:00:00","rust","6"
"2012-11-01 00:00:00","scala","551"
"2012-11-01 00:00:00","sql","4285"
"2012-11-01 00:00:00","typescript","143"
"2012-12-01 00:00:00","ada","13"
"2012-12-01 00:00:00","assembly","260"
"2012-12-01 00:00:00","awk","163"
"2012-12-01 00:00:00","bash","684"
"2012-12-01 00:00:00","c","2555"
"2012-12-01 00:00:00","c#","10894"
"2012-12-01 00:00:00","c++","5663"
"2012-12-01 00:00:00","clojure","113"
"2012-12-01 00:00:00","cobol","4"
"2012-12-01 00:00:00","coffeescript","116"
"2012-12-01 00:00:00","curl","264"
"2012-12-01 00:00:00","delphi","426"
"2012-12-01 00:00:00","fortran","70"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","groovy","180"
"2012-12-01 00:00:00","haskell","335"
"2012-12-01 00:00:00","java","12344"
"2012-12-01 00:00:00","javascript","11691"
"2012-12-01 00:00:00","julia","1"
"2012-12-01 00:00:00","kotlin","2"
"2012-12-01 00:00:00","matlab","670"
"2012-12-01 00:00:00","objective-c","3708"
"2012-12-01 00:00:00","pascal","15"
"2012-12-01 00:00:00","perl","550"
"2012-12-01 00:00:00","php","10968"
"2012-12-01 00:00:00","prolog","122"
"2012-12-01 00:00:00","python","5729"
"2012-12-01 00:00:00","r","1209"
"2012-12-01 00:00:00","ruby","1901"
"2012-12-01 00:00:00","scala","478"
"2012-12-01 00:00:00","sql","3857"
"2012-12-01 00:00:00","typescript","81"
"2013-01-01 00:00:00","ada","14"
"2013-01-01 00:00:00","assembly","290"
"2013-01-01 00:00:00","awk","209"
"2013-01-01 00:00:00","bash","845"
"2013-01-01 00:00:00","basic","4"
"2013-01-01 00:00:00","c","2892"
"2013-01-01 00:00:00","c#","12697"
"2013-01-01 00:00:00","c++","6007"
"2013-01-01 00:00:00","clojure","163"
"2013-01-01 00:00:00","cobol","15"
"2013-01-01 00:00:00","coffeescript","145"
"2013-01-01 00:00:00","curl","262"
"2013-01-01 00:00:00","delphi","479"
"2013-01-01 00:00:00","fortran","85"
"2013-01-01 00:00:00","go","100"
"2013-01-01 00:00:00","groovy","191"
"2013-01-01 00:00:00","haskell","352"
"2013-01-01 00:00:00","java","13628"
"2013-01-01 00:00:00","javascript","13729"
"2013-01-01 00:00:00","julia","7"
"2013-01-01 00:00:00","kotlin","1"
"2013-01-01 00:00:00","matlab","719"
"2013-01-01 00:00:00","objective-c","4057"
"2013-01-01 00:00:00","pascal","29"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12787"
"2013-01-01 00:00:00","prolog","94"
"2013-01-01 00:00:00","python","6539"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2295"
"2013-01-01 00:00:00","rust","3"
"2013-01-01 00:00:00","scala","573"
"2013-01-01 00:00:00","sql","4634"
"2013-01-01 00:00:00","typescript","96"
"2013-02-01 00:00:00","ada","19"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","awk","217"
"2013-02-01 00:00:00","bash","916"
"2013-02-01 00:00:00","c","3082"
"2013-02-01 00:00:00","c#","12437"
"2013-02-01 00:00:00","c++","6035"
"2013-02-01 00:00:00","clojure","188"
"2013-02-01 00:00:00","cobol","12"
"2013-02-01 00:00:00","coffeescript","170"
"2013-02-01 00:00:00","curl","270"
"2013-02-01 00:00:00","delphi","444"
"2013-02-01 00:00:00","fortran","77"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","groovy","145"
"2013-02-01 00:00:00","haskell","378"
"2013-02-01 00:00:00","java","13607"
"2013-02-01 00:00:00","javascript","13568"
"2013-02-01 00:00:00","julia","1"
"2013-02-01 00:00:00","kotlin","5"
"2013-02-01 00:00:00","matlab","805"
"2013-02-01 00:00:00","objective-c","3885"
"2013-02-01 00:00:00","pascal","25"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12437"
"2013-02-01 00:00:00","prolog","87"
"2013-02-01 00:00:00","python","6705"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","rust","3"
"2013-02-01 00:00:00","scala","588"
"2013-02-01 00:00:00","sql","4535"
"2013-02-01 00:00:00","typescript","70"
"2013-03-01 00:00:00","ada","20"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","awk","262"
"2013-03-01 00:00:00","bash","1047"
"2013-03-01 00:00:00","basic","3"
"2013-03-01 00:00:00","c","3413"
"2013-03-01 00:00:00","c#","14183"
"2013-03-01 00:00:00","c++","7147"
"2013-03-01 00:00:00","clojure","239"
"2013-03-01 00:00:00","cobol","12"
"2013-03-01 00:00:00","coffeescript","211"
"2013-03-01 00:00:00","curl","302"
"2013-03-01 00:00:00","delphi","520"
"2013-03-01 00:00:00","fortran","94"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","groovy","172"
"2013-03-01 00:00:00","haskell","424"
"2013-03-01 00:00:00","java","15814"
"2013-03-01 00:00:00","javascript","15213"
"2013-03-01 00:00:00","julia","3"
"2013-03-01 00:00:00","kotlin","1"
"2013-03-01 00:00:00","matlab","984"
"2013-03-01 00:00:00","objective-c","4394"
"2013-03-01 00:00:00","pascal","30"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14000"
"2013-03-01 00:00:00","prolog","120"
"2013-03-01 00:00:00","python","7582"
"2013-03-01 00:00:00","r","1839"
"2013-03-01 00:00:00","ruby","2549"
"2013-03-01 00:00:00","rust","7"
"2013-03-01 00:00:00","scala","666"
"2013-03-01 00:00:00","sql","5186"
"2013-03-01 00:00:00","typescript","115"
"2013-04-01 00:00:00","ada","14"
"2013-04-01 00:00:00","assembly","329"
"2013-04-01 00:00:00","awk","255"
"2013-04-01 00:00:00","bash","933"
"2013-04-01 00:00:00","basic","3"
"2013-04-01 00:00:00","c","3513"
"2013-04-01 00:00:00","c#","13811"
"2013-04-01 00:00:00","c++","7079"
"2013-04-01 00:00:00","clojure","218"
"2013-04-01 00:00:00","cobol","12"
"2013-04-01 00:00:00","coffeescript","150"
"2013-04-01 00:00:00","curl","301"
"2013-04-01 00:00:00","delphi","506"
"2013-04-01 00:00:00","fortran","93"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","groovy","167"
"2013-04-01 00:00:00","haskell","417"
"2013-04-01 00:00:00","java","16103"
"2013-04-01 00:00:00","javascript","15229"
"2013-04-01 00:00:00","julia","2"
"2013-04-01 00:00:00","kotlin","3"
"2013-04-01 00:00:00","matlab","1040"
"2013-04-01 00:00:00","objective-c","4042"
"2013-04-01 00:00:00","pascal","27"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13294"
"2013-04-01 00:00:00","prolog","192"
"2013-04-01 00:00:00","python","7896"
"2013-04-01 00:00:00","r","1829"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","rust","12"
"2013-04-01 00:00:00","scala","686"
"2013-04-01 00:00:00","sql","5008"
"2013-04-01 00:00:00","typescript","94"
"2013-05-01 00:00:00","ada","15"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","awk","241"
"2013-05-01 00:00:00","bash","993"
"2013-05-01 00:00:00","basic","9"
"2013-05-01 00:00:00","c","3178"
"2013-05-01 00:00:00","c#","13364"
"2013-05-01 00:00:00","c++","6789"
"2013-05-01 00:00:00","clojure","189"
"2013-05-01 00:00:00","cobol","8"
"2013-05-01 00:00:00","coffeescript","181"
"2013-05-01 00:00:00","curl","295"
"2013-05-01 00:00:00","delphi","526"
"2013-05-01 00:00:00","fortran","82"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","groovy","158"
"2013-05-01 00:00:00","haskell","350"
"2013-05-01 00:00:00","java","15137"
"2013-05-01 00:00:00","javascript","14959"
"2013-05-01 00:00:00","julia","3"
"2013-05-01 00:00:00","kotlin","2"
"2013-05-01 00:00:00","matlab","1005"
"2013-05-01 00:00:00","objective-c","3799"
"2013-05-01 00:00:00","pascal","21"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12980"
"2013-05-01 00:00:00","prolog","168"
"2013-05-01 00:00:00","python","7772"
"2013-05-01 00:00:00","r","1772"
"2013-05-01 00:00:00","ruby","2331"
"2013-05-01 00:00:00","rust","21"
"2013-05-01 00:00:00","scala","658"
"2013-05-01 00:00:00","sql","4946"
"2013-05-01 00:00:00","typescript","76"
"2013-06-01 00:00:00","ada","17"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","awk","258"
"2013-06-01 00:00:00","bash","907"
"2013-06-01 00:00:00","basic","3"
"2013-06-01 00:00:00","c","2920"
"2013-06-01 00:00:00","c#","12689"
"2013-06-01 00:00:00","c++","6166"
"2013-06-01 00:00:00","clojure","167"
"2013-06-01 00:00:00","cobol","10"
"2013-06-01 00:00:00","coffeescript","179"
"2013-06-01 00:00:00","curl","286"
"2013-06-01 00:00:00","delphi","473"
"2013-06-01 00:00:00","fortran","86"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","groovy","166"
"2013-06-01 00:00:00","haskell","321"
"2013-06-01 00:00:00","java","13808"
"2013-06-01 00:00:00","javascript","14482"
"2013-06-01 00:00:00","julia","6"
"2013-06-01 00:00:00","kotlin","2"
"2013-06-01 00:00:00","matlab","890"
"2013-06-01 00:00:00","objective-c","3351"
"2013-06-01 00:00:00","pascal","23"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12598"
"2013-06-01 00:00:00","prolog","89"
"2013-06-01 00:00:00","python","7557"
"2013-06-01 00:00:00","r","1760"
"2013-06-01 00:00:00","ruby","2213"
"2013-06-01 00:00:00","rust","10"
"2013-06-01 00:00:00","scala","688"
"2013-06-01 00:00:00","sql","4709"
"2013-06-01 00:00:00","typescript","94"
"2013-07-01 00:00:00","ada","20"
"2013-07-01 00:00:00","assembly","294"
"2013-07-01 00:00:00","awk","269"
"2013-07-01 00:00:00","bash","1015"
"2013-07-01 00:00:00","basic","4"
"2013-07-01 00:00:00","c","2987"
"2013-07-01 00:00:00","c#","14053"
"2013-07-01 00:00:00","c++","6539"
"2013-07-01 00:00:00","clojure","174"
"2013-07-01 00:00:00","cobol","7"
"2013-07-01 00:00:00","coffeescript","221"
"2013-07-01 00:00:00","curl","315"
"2013-07-01 00:00:00","delphi","502"
"2013-07-01 00:00:00","fortran","84"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","groovy","172"
"2013-07-01 00:00:00","haskell","302"
"2013-07-01 00:00:00","java","15036"
"2013-07-01 00:00:00","javascript","16693"
"2013-07-01 00:00:00","julia","7"
"2013-07-01 00:00:00","kotlin","2"
"2013-07-01 00:00:00","matlab","975"
"2013-07-01 00:00:00","objective-c","3738"
"2013-07-01 00:00:00","pascal","9"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14175"
"2013-07-01 00:00:00","prolog","55"
"2013-07-01 00:00:00","python","8565"
"2013-07-01 00:00:00","r","1952"
"2013-07-01 00:00:00","ruby","2428"
"2013-07-01 00:00:00","rust","12"
"2013-07-01 00:00:00","scala","697"
"2013-07-01 00:00:00","sql","5363"
"2013-07-01 00:00:00","typescript","107"
"2013-08-01 00:00:00","ada","16"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","awk","253"
"2013-08-01 00:00:00","bash","1083"
"2013-08-01 00:00:00","basic","8"
"2013-08-01 00:00:00","c","2990"
"2013-08-01 00:00:00","c#","13745"
"2013-08-01 00:00:00","c++","6209"
"2013-08-01 00:00:00","clojure","167"
"2013-08-01 00:00:00","cobol","8"
"2013-08-01 00:00:00","coffeescript","212"
"2013-08-01 00:00:00","curl","314"
"2013-08-01 00:00:00","delphi","446"
"2013-08-01 00:00:00","fortran","80"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","groovy","180"
"2013-08-01 00:00:00","haskell","325"
"2013-08-01 00:00:00","java","14918"
"2013-08-01 00:00:00","javascript","16714"
"2013-08-01 00:00:00","julia","4"
"2013-08-01 00:00:00","kotlin","1"
"2013-08-01 00:00:00","matlab","909"
"2013-08-01 00:00:00","objective-c","3536"
"2013-08-01 00:00:00","pascal","13"
"2013-08-01 00:00:00","perl","830"
"2013-08-01 00:00:00","php","14175"
"2013-08-01 00:00:00","prolog","30"
"2013-08-01 00:00:00","python","7903"
"2013-08-01 00:00:00","r","1908"
"2013-08-01 00:00:00","ruby","2472"
"2013-08-01 00:00:00","rust","12"
"2013-08-01 00:00:00","scala","690"
"2013-08-01 00:00:00","sql","5329"
"2013-08-01 00:00:00","typescript","107"
"2013-09-01 00:00:00","ada","2"
"2013-09-01 00:00:00","assembly","288"
"2013-09-01 00:00:00","awk","249"
"2013-09-01 00:00:00","bash","1054"
"2013-09-01 00:00:00","basic","2"
"2013-09-01 00:00:00","c","3365"
"2013-09-01 00:00:00","c#","13643"
"2013-09-01 00:00:00","c++","6485"
"2013-09-01 00:00:00","clojure","185"
"2013-09-01 00:00:00","cobol","9"
"2013-09-01 00:00:00","coffeescript","175"
"2013-09-01 00:00:00","curl","306"
"2013-09-01 00:00:00","delphi","485"
"2013-09-01 00:00:00","fortran","91"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","groovy","190"
"2013-09-01 00:00:00","haskell","366"
"2013-09-01 00:00:00","java","16107"
"2013-09-01 00:00:00","javascript","17559"
"2013-09-01 00:00:00","julia","6"
"2013-09-01 00:00:00","matlab","881"
"2013-09-01 00:00:00","objective-c","3928"
"2013-09-01 00:00:00","pascal","26"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14092"
"2013-09-01 00:00:00","prolog","61"
"2013-09-01 00:00:00","python","7913"
"2013-09-01 00:00:00","r","1701"
"2013-09-01 00:00:00","ruby","2378"
"2013-09-01 00:00:00","rust","8"
"2013-09-01 00:00:00","scala","773"
"2013-09-01 00:00:00","sql","5853"
"2013-09-01 00:00:00","typescript","86"
"2013-10-01 00:00:00","ada","25"
"2013-10-01 00:00:00","assembly","375"
"2013-10-01 00:00:00","awk","298"
"2013-10-01 00:00:00","bash","1189"
"2013-10-01 00:00:00","basic","5"
"2013-10-01 00:00:00","c","4213"
"2013-10-01 00:00:00","c#","15082"
"2013-10-01 00:00:00","c++","7909"
"2013-10-01 00:00:00","clojure","189"
"2013-10-01 00:00:00","cobol","13"
"2013-10-01 00:00:00","coffeescript","193"
"2013-10-01 00:00:00","curl","379"
"2013-10-01 00:00:00","delphi","518"
"2013-10-01 00:00:00","fortran","153"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","groovy","222"
"2013-10-01 00:00:00","haskell","517"
"2013-10-01 00:00:00","java","18552"
"2013-10-01 00:00:00","javascript","19570"
"2013-10-01 00:00:00","julia","12"
"2013-10-01 00:00:00","kotlin","3"
"2013-10-01 00:00:00","matlab","1096"
"2013-10-01 00:00:00","objective-c","4442"
"2013-10-01 00:00:00","pascal","25"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15159"
"2013-10-01 00:00:00","prolog","115"
"2013-10-01 00:00:00","python","9429"
"2013-10-01 00:00:00","r","2076"
"2013-10-01 00:00:00","ruby","2781"
"2013-10-01 00:00:00","rust","24"
"2013-10-01 00:00:00","scala","839"
"2013-10-01 00:00:00","sql","6767"
"2013-10-01 00:00:00","typescript","82"
"2013-11-01 00:00:00","ada","17"
"2013-11-01 00:00:00","assembly","415"
"2013-11-01 00:00:00","awk","278"
"2013-11-01 00:00:00","bash","1335"
"2013-11-01 00:00:00","basic","3"
"2013-11-01 00:00:00","c","4249"
"2013-11-01 00:00:00","c#","14478"
"2013-11-01 00:00:00","c++","8061"
"2013-11-01 00:00:00","clojure","173"
"2013-11-01 00:00:00","cobol","13"
"2013-11-01 00:00:00","coffeescript","174"
"2013-11-01 00:00:00","curl","315"
"2013-11-01 00:00:00","delphi","456"
"2013-11-01 00:00:00","fortran","117"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","groovy","204"
"2013-11-01 00:00:00","haskell","487"
"2013-11-01 00:00:00","java","18562"
"2013-11-01 00:00:00","javascript","18341"
"2013-11-01 00:00:00","julia","11"
"2013-11-01 00:00:00","kotlin","1"
"2013-11-01 00:00:00","matlab","1188"
"2013-11-01 00:00:00","objective-c","4006"
"2013-11-01 00:00:00","pascal","24"
"2013-11-01 00:00:00","perl","819"
"2013-11-01 00:00:00","php","14682"
"2013-11-01 00:00:00","prolog","166"
"2013-11-01 00:00:00","python","9440"
"2013-11-01 00:00:00","r","2172"
"2013-11-01 00:00:00","ruby","2567"
"2013-11-01 00:00:00","rust","11"
"2013-11-01 00:00:00","scala","845"
"2013-11-01 00:00:00","sql","6500"
"2013-11-01 00:00:00","typescript","90"
"2013-12-01 00:00:00","ada","7"
"2013-12-01 00:00:00","assembly","353"
"2013-12-01 00:00:00","awk","277"
"2013-12-01 00:00:00","bash","1151"
"2013-12-01 00:00:00","basic","5"
"2013-12-01 00:00:00","c","3480"
"2013-12-01 00:00:00","c#","13521"
"2013-12-01 00:00:00","c++","6957"
"2013-12-01 00:00:00","clojure","197"
"2013-12-01 00:00:00","cobol","10"
"2013-12-01 00:00:00","coffeescript","153"
"2013-12-01 00:00:00","curl","314"
"2013-12-01 00:00:00","delphi","446"
"2013-12-01 00:00:00","fortran","91"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","groovy","174"
"2013-12-01 00:00:00","haskell","447"
"2013-12-01 00:00:00","java","17287"
"2013-12-01 00:00:00","javascript","17891"
"2013-12-01 00:00:00","julia","18"
"2013-12-01 00:00:00","kotlin","5"
"2013-12-01 00:00:00","matlab","1041"
"2013-12-01 00:00:00","objective-c","3969"
"2013-12-01 00:00:00","pascal","26"
"2013-12-01 00:00:00","perl","760"
"2013-12-01 00:00:00","php","14238"
"2013-12-01 00:00:00","prolog","145"
"2013-12-01 00:00:00","python","8393"
"2013-12-01 00:00:00","r","1901"
"2013-12-01 00:00:00","ruby","2428"
"2013-12-01 00:00:00","rust","13"
"2013-12-01 00:00:00","scala","816"
"2013-12-01 00:00:00","sql","6154"
"2013-12-01 00:00:00","typescript","122"
"2014-01-01 00:00:00","ada","10"
"2014-01-01 00:00:00","assembly","336"
"2014-01-01 00:00:00","awk","293"
"2014-01-01 00:00:00","bash","1327"
"2014-01-01 00:00:00","basic","1"
"2014-01-01 00:00:00","c","3705"
"2014-01-01 00:00:00","c#","15217"
"2014-01-01 00:00:00","c++","7626"
"2014-01-01 00:00:00","clojure","217"
"2014-01-01 00:00:00","cobol","16"
"2014-01-01 00:00:00","coffeescript","193"
"2014-01-01 00:00:00","curl","391"
"2014-01-01 00:00:00","delphi","484"
"2014-01-01 00:00:00","fortran","110"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","groovy","218"
"2014-01-01 00:00:00","haskell","479"
"2014-01-01 00:00:00","java","18516"
"2014-01-01 00:00:00","javascript","20956"
"2014-01-01 00:00:00","julia","28"
"2014-01-01 00:00:00","kotlin","1"
"2014-01-01 00:00:00","matlab","1094"
"2014-01-01 00:00:00","objective-c","4391"
"2014-01-01 00:00:00","pascal","21"
"2014-01-01 00:00:00","perl","805"
"2014-01-01 00:00:00","php","16592"
"2014-01-01 00:00:00","prolog","92"
"2014-01-01 00:00:00","python","9790"
"2014-01-01 00:00:00","r","2332"
"2014-01-01 00:00:00","ruby","2747"
"2014-01-01 00:00:00","rust","40"
"2014-01-01 00:00:00","scala","767"
"2014-01-01 00:00:00","sql","6961"
"2014-01-01 00:00:00","typescript","147"
"2014-02-01 00:00:00","ada","14"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","awk","327"
"2014-02-01 00:00:00","bash","1407"
"2014-02-01 00:00:00","basic","5"
"2014-02-01 00:00:00","c","3949"
"2014-02-01 00:00:00","c#","15017"
"2014-02-01 00:00:00","c++","7607"
"2014-02-01 00:00:00","clojure","205"
"2014-02-01 00:00:00","cobol","13"
"2014-02-01 00:00:00","coffeescript","182"
"2014-02-01 00:00:00","curl","402"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","fortran","95"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","groovy","218"
"2014-02-01 00:00:00","haskell","473"
"2014-02-01 00:00:00","java","19058"
"2014-02-01 00:00:00","javascript","20985"
"2014-02-01 00:00:00","julia","40"
"2014-02-01 00:00:00","kotlin","2"
"2014-02-01 00:00:00","matlab","1220"
"2014-02-01 00:00:00","objective-c","4562"
"2014-02-01 00:00:00","pascal","24"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16315"
"2014-02-01 00:00:00","prolog","91"
"2014-02-01 00:00:00","python","9840"
"2014-02-01 00:00:00","r","2610"
"2014-02-01 00:00:00","ruby","2588"
"2014-02-01 00:00:00","rust","27"
"2014-02-01 00:00:00","scala","828"
"2014-02-01 00:00:00","sql","6859"
"2014-02-01 00:00:00","typescript","118"
"2014-03-01 00:00:00","ada","20"
"2014-03-01 00:00:00","assembly","447"
"2014-03-01 00:00:00","awk","346"
"2014-03-01 00:00:00","bash","1436"
"2014-03-01 00:00:00","basic","17"
"2014-03-01 00:00:00","c","4527"
"2014-03-01 00:00:00","c#","16040"
"2014-03-01 00:00:00","c++","8605"
"2014-03-01 00:00:00","clojure","188"
"2014-03-01 00:00:00","cobol","22"
"2014-03-01 00:00:00","coffeescript","157"
"2014-03-01 00:00:00","curl","416"
"2014-03-01 00:00:00","delphi","439"
"2014-03-01 00:00:00","fortran","139"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","groovy","268"
"2014-03-01 00:00:00","haskell","548"
"2014-03-01 00:00:00","java","21739"
"2014-03-01 00:00:00","javascript","22483"
"2014-03-01 00:00:00","julia","48"
"2014-03-01 00:00:00","kotlin","2"
"2014-03-01 00:00:00","matlab","1409"
"2014-03-01 00:00:00","objective-c","4995"
"2014-03-01 00:00:00","pascal","35"
"2014-03-01 00:00:00","perl","906"
"2014-03-01 00:00:00","php","18109"
"2014-03-01 00:00:00","prolog","144"
"2014-03-01 00:00:00","python","11353"
"2014-03-01 00:00:00","r","2787"
"2014-03-01 00:00:00","ruby","2936"
"2014-03-01 00:00:00","rust","29"
"2014-03-01 00:00:00","scala","928"
"2014-03-01 00:00:00","sql","7658"
"2014-03-01 00:00:00","typescript","118"
"2014-04-01 00:00:00","ada","36"
"2014-04-01 00:00:00","assembly","358"
"2014-04-01 00:00:00","awk","313"
"2014-04-01 00:00:00","bash","1316"
"2014-04-01 00:00:00","basic","13"
"2014-04-01 00:00:00","c","3971"
"2014-04-01 00:00:00","c#","15174"
"2014-04-01 00:00:00","c++","8068"
"2014-04-01 00:00:00","clojure","235"
"2014-04-01 00:00:00","cobol","18"
"2014-04-01 00:00:00","coffeescript","150"
"2014-04-01 00:00:00","curl","363"
"2014-04-01 00:00:00","delphi","385"
"2014-04-01 00:00:00","fortran","104"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","groovy","236"
"2014-04-01 00:00:00","haskell","502"
"2014-04-01 00:00:00","java","20656"
"2014-04-01 00:00:00","javascript","21262"
"2014-04-01 00:00:00","julia","38"
"2014-04-01 00:00:00","kotlin","4"
"2014-04-01 00:00:00","matlab","1399"
"2014-04-01 00:00:00","objective-c","4631"
"2014-04-01 00:00:00","pascal","26"
"2014-04-01 00:00:00","perl","819"
"2014-04-01 00:00:00","php","17431"
"2014-04-01 00:00:00","prolog","165"
"2014-04-01 00:00:00","python","10673"
"2014-04-01 00:00:00","r","2713"
